Run key soldier,Id,Name,Rank,Salary,Run key Weapon,Regular Or permanent,Recruitment date,Release date 
8018,21168906,William Oniel,Samal,7149,14635,permanent,1990-12-01,1993-08-27
8019,94427972,Michael Love,Rav seren,2244,14586,permanent,1990-02-19,1992-11-15
8020,180362245,Kelli Teran,Seren,2165,19899,permanent,2013-01-07,2015-10-04
8021,52918424,Quinn Houseknecht,Turai,6459,14671,permanent,1992-04-06,1995-01-01
8022,62291021,Calvin Brown,Turai,8954,2527,permanent,2000-05-03,2003-01-28
8023,217622399,Emanuel Schultz,Seren,6195,6554,permanent,2000-03-12,2002-12-07
8024,27732695,Janet Lloyd,Turai,9421,16352,permanent,1997-10-11,2000-07-07
8025,294626453,Patrick Matsuno,Samal,9560,5342,permanent,2007-02-05,2009-11-01
8026,254020501,Aletha Hargrave,Samal,3633,16437,Regular,2003-08-25,2006-05-21
8027,241161483,Joe Singletary,Rav seren,9056,1630,permanent,2003-11-30,2006-08-26
8028,266403478,Garry Worker,Samal,4638,10697,Regular,2016-09-26,2019-06-23
8029,132417889,Julia Montes,Seren,7555,17388,Regular,2006-11-01,2009-07-28
8030,176350424,Selma Tullis,Samal,9205,3565,Regular,1997-09-08,2000-06-04
8031,117505782,Katharine Martinez,Rav samal rishon,7549,7427,Regular,2007-02-20,2009-11-16
8032,274496190,Marian Jefferson,Aluf,5205,9218,permanent,2016-04-27,2019-01-22
8033,61380799,Jerry Gonzalez,Seren,2621,12116,permanent,2013-09-28,2016-06-24
8034,145599681,Michael Downey,Samal,6412,10610,permanent,2015-04-09,2018-01-03
8035,111840146,Maria Warren,Rav turai,9715,2360,permanent,1996-03-17,1998-12-12
8036,121669082,Elizabeth Kirk,Rav turai,9000,4423,Regular,1999-04-27,2002-01-21
8037,139448297,Teresa Conger,Rav samal rishon,5585,13686,permanent,1993-11-08,1996-08-04
8038,128345100,Tracey Perry,Turai,2877,3146,Regular,2008-07-02,2011-03-29
8039,248960738,Nora Hayworth,Rav seren,2283,15583,Regular,1992-07-15,1995-04-11
8040,24122035,Jared Morse,Turai,9833,12367,permanent,2002-06-01,2005-02-25
8041,215620369,Manuel Nichols,Rav turai,4478,7831,permanent,2009-07-06,2012-04-01
8042,239021324,Velma Buck,Rav turai,6832,2501,Regular,1996-10-21,1999-07-18
8043,142181571,Ena Pearce,Rav samal rishon,5565,7592,Regular,2008-04-10,2011-01-05
8044,298673547,Michael Weatherly,Turai,2874,18535,Regular,1993-08-25,1996-05-21
8045,150509255,Richard Morales,Aluf mishne,4257,15326,permanent,2002-05-18,2005-02-11
8046,221431772,Edward Lowe,Aluf,7054,18551,Regular,1991-09-14,1994-06-10
8047,126750385,Douglas Hopper,Samal,8145,17202,permanent,2005-06-13,2008-03-09
8048,225148984,Joshua Torres,Samal,8211,5500,Regular,2016-09-23,2019-06-20
8049,279265113,David Brooks,Samal,4145,13663,Regular,1995-08-27,1998-05-23
8050,208761517,Thaddeus Smyth,Rav samal rishon,3938,12636,permanent,1992-10-18,1995-07-15
8051,291888304,Richard Jones,Seren,9987,8181,permanent,2013-12-16,2016-09-11
8052,147775238,Gail Champion,Aluf,4524,3601,permanent,2004-12-25,2007-09-21
8053,128830493,Betty Still,Seren,5688,7099,permanent,2006-03-24,2008-12-18
8054,145744150,Lawrence Nichols,Rav samal rishon,2005,8030,permanent,2004-09-17,2007-06-14
8055,286920170,Brenda Huddleston,Rav samal rishon,4520,12568,permanent,2010-04-16,2013-01-10
8056,210380979,Shawn Guttirez,Turai,7854,4618,Regular,1998-03-20,2000-12-14
8057,219924259,Brian Latus,Seren,6412,13689,permanent,2018-05-11,2021-02-04
8058,250242771,Steven Bell,Rav turai,3048,10327,Regular,2000-10-18,2003-07-15
8059,230160029,Frances Saunders,Samal,6503,531,permanent,2001-09-26,2004-06-22
8060,282536560,Timothy Lewis,Aluf mishne,1981,9559,permanent,1998-10-30,2001-07-26
8061,153047683,Michael White,Rav samal rishon,2440,9791,Regular,1996-08-17,1999-05-14
8062,129785620,Billy Quick,Rav turai,5410,9647,permanent,2016-11-21,2019-08-18
8063,98837184,Chrystal Podmore,Samal,3005,10659,permanent,1995-07-22,1998-04-17
8064,277587589,Jane Edwards,Seren,7237,801,permanent,2011-02-22,2013-11-18
8065,14013705,Kelsey Lazar,Turai,5835,17340,permanent,2004-02-21,2006-11-17
8066,207117085,Connie Munoz,Rav samal,8711,9076,Regular,2004-05-17,2007-02-11
8067,170417916,Adrian Brimage,Samal,8695,6053,permanent,1999-09-27,2002-06-23
8068,31436661,Bernard Goessl,Rav samal,6693,3722,permanent,1994-09-08,1997-06-04
8069,90102930,Marion Thomas,Tat aluf,9757,13896,permanent,2017-11-28,2020-08-24
8070,22651044,Beulah Brannon,Aluf,3726,8771,permanent,2012-08-09,2015-05-06
8071,112483648,Tomi Brown,Rav samal,6180,11112,permanent,1996-12-29,1999-09-25
8072,230106599,William Prillaman,Seren,9642,15797,permanent,2007-03-27,2009-12-21
8073,2984874,John Leggett,Rav samal,3878,6204,Regular,1997-07-09,2000-04-04
8074,140128504,Lee Pendergraph,Seren,1569,9660,permanent,2002-01-29,2004-10-25
8075,241543170,Curtis Mccord,Rav turai,4589,13730,Regular,2014-06-13,2017-03-09
8076,161400728,Sam Lawrence,Rav turai,6233,12786,Regular,2015-01-27,2017-10-23
8077,236490482,Tim Brown,Rav turai,8708,12186,permanent,1999-11-09,2002-08-05
8078,104870697,Joann Manzano,Rav samal,5320,5953,permanent,1997-09-28,2000-06-24
8079,27223004,Frank Tolbert,Rav turai,6745,11012,permanent,1999-04-05,2001-12-30
8080,215194974,Alicia Ranum,Rav seren,9437,19536,Regular,2000-07-21,2003-04-17
8081,180417654,Barbara Taylor,Rav turai,3422,14486,Regular,2017-06-15,2020-03-11
8082,134455367,Tressie Hale,Rav turai,3202,10893,Regular,2005-10-25,2008-07-21
8083,31337082,Roger Brown,Rav samal,7175,8891,permanent,2008-09-01,2011-05-29
8084,205545634,Shirley Girard,Turai,8551,7495,permanent,1992-09-04,1995-06-01
8085,3840516,Kenneth Boltz,Rav samal,3307,6027,Regular,2002-12-15,2005-09-10
8086,56768248,Kim Taus,Aluf,6577,17943,permanent,2013-09-04,2016-05-31
8087,110887576,Reginald Heng,Samal,4548,18042,permanent,1991-04-11,1994-01-05
8088,225637957,Eugene Johnson,Samal,1938,14404,permanent,1996-09-06,1999-06-03
8089,24879169,Rochelle Jury,Rav samal,3936,4194,Regular,2008-01-22,2010-10-18
8090,58833255,Dolores Schoonover,Seren,3616,13395,permanent,2002-09-23,2005-06-19
8091,122992706,Barbara Charest,Rav turai,3652,8790,Regular,2018-05-30,2021-02-23
8092,135144976,Dale Tabron,Rav samal rishon,3660,6809,Regular,1997-09-05,2000-06-01
8093,141755624,Rebecca Deleon,Rav samal,6777,13205,Regular,1998-01-31,2000-10-27
8094,292171762,Edwin Murphy,Rav samal,8587,10958,Regular,1995-02-10,1997-11-06
8095,208474351,James Viera,Seren,9201,1286,Regular,2017-08-15,2020-05-11
8096,230581817,Anne Brown,Rav samal rishon,5766,18592,permanent,2010-10-16,2013-07-12
8097,126508610,Carlos Radebaugh,Turai,3795,9894,permanent,2002-04-24,2005-01-18
8098,15403814,Judith Ackman,Aluf mishne,7466,4971,permanent,1991-06-19,1994-03-15
8099,1360872,Timothy Ayala,Rav samal rishon,6363,13169,permanent,1996-03-23,1998-12-18
8100,77950006,Geraldine Watkins,Rav samal rishon,4609,7362,Regular,2003-09-25,2006-06-21
8101,177462373,Ryan Fitzgerald,Rav turai,5251,13288,permanent,1992-04-03,1994-12-29
8102,284918634,Donald Harris,Turai,3497,9784,Regular,2003-09-23,2006-06-19
8103,64627236,Curtis Nicolosi,Samal,4396,355,Regular,1994-03-31,1996-12-25
8104,23804686,Julian Cross,Rav samal,8531,5026,permanent,2003-03-03,2005-11-27
8105,79625389,Mia Elkins,Samal,5210,2975,Regular,2002-01-24,2004-10-20
8106,297311903,Robert Perez,Rav samal,6754,8126,Regular,2015-07-10,2018-04-05
8107,168017344,Juanita Neill,Rav samal,4951,14846,permanent,2009-07-16,2012-04-11
8108,35961718,Helen Maloney,Rav turai,2850,10432,permanent,2002-10-03,2005-06-29
8109,111184633,Karl Lemay,Rav samal,9102,6385,permanent,2002-10-28,2005-07-24
8110,48574500,Kimberly Shinnick,Tat aluf,8810,12904,Regular,2014-07-27,2017-04-22
8111,81577162,Mary Johnson,Rav samal rishon,6475,10994,permanent,2008-01-23,2010-10-19
8112,89960596,Matthew Wells,Tat aluf,9178,15812,permanent,2002-09-04,2005-05-31
8113,77140588,Rebecca Walker,Rav turai,6929,6524,Regular,2006-12-22,2009-09-17
8114,238463006,Marlys Street,Rav samal,5717,3777,permanent,2001-07-05,2004-03-31
8115,104351150,Teresa Norman,Rav seren,6693,520,Regular,2002-05-22,2005-02-15
8116,144095556,Robyn Tarasuik,Rav samal rishon,8598,15384,Regular,2015-09-02,2018-05-29
8117,132857330,Lee Mackiewicz,Rav turai,5376,13702,Regular,2007-03-04,2009-11-28
8118,266323916,Leila Piercy,Samal,8719,1304,permanent,2009-10-06,2012-07-02
8119,264875666,Michael Estes,Samal,4224,9303,permanent,2004-04-09,2007-01-04
8120,36401483,Tyrone Seng,Turai,8989,15427,permanent,2000-05-19,2003-02-13
8121,65103237,Gerry Jones,Turai,9354,4853,permanent,2013-01-04,2015-10-01
8122,265028179,Aron Reynoso,Samal,2752,3595,Regular,2015-10-22,2018-07-18
8123,76207915,Michelle Gagliano,Rav samal rishon,4877,19804,Regular,2001-03-24,2003-12-19
8124,104059446,Laurence Sawyer,Rav samal,5092,2190,permanent,2007-08-17,2010-05-13
8125,92393325,James Nason,Seren,2959,2656,permanent,1993-09-06,1996-06-02
8126,273355124,John Strickland,Rav samal,4508,3137,Regular,1998-07-31,2001-04-26
8127,290484987,Sherri Lester,Turai,1666,9397,Regular,2002-01-26,2004-10-22
8128,195821800,Rebecca Shin,Turai,4735,10842,permanent,2011-03-11,2013-12-05
8129,139139889,Jean Suiter,Samal,8841,1871,Regular,2009-01-22,2011-10-19
8130,56690329,Suzanne Crandall,Rav samal,1739,11632,permanent,2001-12-31,2004-09-26
8131,138678042,Jeanette Rich,Seren,2588,19114,permanent,1997-10-08,2000-07-04
8132,296847870,Lee Goines,Rav seren,8384,12187,Regular,2012-02-06,2014-11-02
8133,182701172,Coleman Burden,Rav samal,5604,9069,permanent,2006-06-16,2009-03-12
8134,84833021,Philip Snyder,Rav turai,3212,17272,permanent,2003-11-13,2006-08-09
8135,207276780,Martha Biderman,Turai,5591,19111,Regular,2005-07-22,2008-04-17
8136,115579461,Dorothy Rolen,Samal,3160,7916,permanent,1993-05-30,1996-02-24
8137,103937355,David Duarte,Turai,1702,19656,Regular,1991-12-13,1994-09-08
8138,282046990,Lamar Musselwhite,Rav seren,3596,9411,Regular,2013-01-13,2015-10-10
8139,18011893,Jack Barnett,Aluf,3369,5165,Regular,1998-04-22,2001-01-16
8140,123778777,Brian Rouse,Tat aluf,1889,14271,permanent,2001-08-10,2004-05-06
8141,234722715,Patrice Berkley,Samal,8229,779,permanent,1999-09-17,2002-06-13
8142,42653895,Jana Sciancalepore,Rav samal rishon,9969,3264,Regular,1992-05-04,1995-01-29
8143,153208969,Beth Willsey,Seren,8190,10367,Regular,2009-07-10,2012-04-05
8144,95165811,Phillip Mccarthy,Rav samal,5085,1250,permanent,2012-09-10,2015-06-07
8145,46506617,Marlena Przybylski,Turai,4832,5223,permanent,1997-05-08,2000-02-02
8146,151587915,Tameika Maroun,Samal,2220,12783,permanent,2008-08-28,2011-05-25
8147,186480234,Janet Toolson,Samal,4564,6729,permanent,2017-03-18,2019-12-13
8148,251202522,Deshawn Cantave,Rav turai,2275,7058,Regular,2009-11-08,2012-08-04
8149,287195110,Shawn Martinez,Rav turai,7777,18211,Regular,2014-05-09,2017-02-02
8150,194814966,Lorene Eversole,Samal,2994,5801,Regular,1990-01-12,1992-10-08
8151,221450751,Nicholas Rich,Seren,4798,906,permanent,2001-08-02,2004-04-28
8152,297079710,James Leon,Turai,6319,14253,permanent,1990-02-10,1992-11-06
8153,181060985,Stanley Lyman,Turai,4737,13899,permanent,2008-05-17,2011-02-11
8154,182353062,Ronald Harris,Rav turai,5937,16137,Regular,1991-11-16,1994-08-12
8155,294498439,Jeff Brougham,Seren,7858,9645,Regular,2014-04-24,2017-01-18
8156,51991860,Sandra Pierson,Turai,3044,18701,permanent,2008-01-16,2010-10-12
8157,100839306,Heidi Weller,Rav turai,5648,8411,permanent,2005-03-19,2007-12-14
8158,225420204,William Rivera,Rav samal,9392,4561,permanent,2004-02-06,2006-11-02
8159,156954965,Zane Jones,Samal,4568,9736,Regular,1995-02-11,1997-11-07
8160,253914169,Nathaniel Lor,Rav samal,7499,10153,permanent,2010-11-27,2013-08-23
8161,207553938,Rosa Manson,Rav turai,8083,7235,permanent,2003-10-18,2006-07-14
8162,271338829,Edith Casad,Seren,9858,3638,permanent,2009-09-18,2012-06-14
8163,267469598,Christy Diaz,Seren,4694,11449,permanent,2007-01-21,2009-10-17
8164,213051465,Serina Sebeniecher,Samal,5302,18405,Regular,2015-06-10,2018-03-06
8165,202901689,Kenneth Oakley,Rav samal rishon,1713,6776,Regular,2001-06-23,2004-03-19
8166,40882772,Jose Posner,Rav samal rishon,6355,1952,Regular,2006-09-21,2009-06-17
8167,108899254,Todd Stringer,Tat aluf,4493,835,Regular,2012-05-21,2015-02-15
8168,153420430,Mary Stafford,Samal,5679,451,permanent,2005-01-07,2007-10-04
8169,157288025,Lavonda Jankowiak,Rav samal,4981,3985,permanent,1992-02-06,1994-11-02
8170,263372849,Dorothea Hannasch,Rav turai,6260,8754,permanent,1990-11-11,1993-08-07
8171,55137646,Shawn Taylor,Sgan aluf,5110,19500,Regular,1997-05-11,2000-02-05
8172,156749020,Chester Rasmussen,Aluf,5873,6622,permanent,2013-04-22,2016-01-17
8173,41116729,Joshua Alston,Aluf,3486,12045,permanent,1998-09-29,2001-06-25
8174,168832140,Alice Jelks,Tat aluf,9954,13404,Regular,1997-05-23,2000-02-17
8175,269140316,Mary Pirman,Rav seren,6387,737,Regular,1999-09-15,2002-06-11
8176,23477570,Anne Johnson,Seren,3429,17908,Regular,2000-12-24,2003-09-20
8177,170466787,Ismael Bowman,Rav samal,8809,7820,Regular,1992-10-18,1995-07-15
8178,21140803,Nicholas Fernandez,Seren,9316,4555,Regular,1996-09-02,1999-05-30
8179,187840685,Tina Noble,Seren,2469,16980,permanent,2015-07-21,2018-04-16
8180,143133095,Leo Batey,Rav turai,8064,19626,permanent,2013-11-12,2016-08-08
8181,62552087,Charles Beachler,Rav samal,9765,19411,Regular,2002-10-12,2005-07-08
8182,103711311,Lloyd Young,Sgan aluf,9258,11045,permanent,1990-01-12,1992-10-08
8183,290237968,Stephen Stone,Rav samal,9597,16072,permanent,2005-03-19,2007-12-14
8184,220501803,James Cirone,Seren,3867,3720,Regular,1990-08-17,1993-05-13
8185,139862506,Larita Carter,Seren,9094,12883,permanent,1994-12-15,1997-09-10
8186,115231382,Lynn Tran,Rav samal rishon,7872,3170,permanent,2011-06-01,2014-02-25
8187,53883012,Eunice Dillard,Rav samal rishon,2647,14224,permanent,1997-03-10,1999-12-05
8188,239259832,Douglas Carson,Turai,3145,7790,permanent,2014-02-26,2016-11-22
8189,77823999,Tammy Shockley,Rav samal,4971,14606,Regular,2001-03-19,2003-12-14
8190,46952307,Jennifer Starr,Samal,5232,12436,Regular,2016-11-16,2019-08-13
8191,235921655,Neil Irving,Rav samal rishon,4653,18332,Regular,2013-01-24,2015-10-21
8192,85716102,Kathy Harris,Turai,3508,1120,Regular,2001-03-28,2003-12-23
8193,219441754,Richard Reed,Seren,9384,8,permanent,2002-05-31,2005-02-24
8194,255746859,Carl Turrey,Rav samal,4712,9486,permanent,2003-09-27,2006-06-23
8195,264119060,Michael Meehan,Aluf,3763,10672,permanent,1992-06-30,1995-03-27
8196,151046270,Monica Martin,Rav samal,5456,8622,Regular,2017-04-27,2020-01-22
8197,71905214,William Edgerson,Rav samal rishon,9265,8047,Regular,2018-11-03,2021-07-30
8198,293284706,Paul Kessler,Rav samal rishon,7187,9741,permanent,1992-02-14,1994-11-10
8199,106998777,Ed Gonzales,Rav turai,5398,18046,Regular,2015-10-20,2018-07-16
8200,26083693,Joseph Looney,Turai,4439,5355,permanent,1991-06-19,1994-03-15
8201,251922580,Letha Padgett,Seren,9290,19062,permanent,2015-06-12,2018-03-08
8202,20120545,Raymond Bonanno,Rav turai,3725,5072,permanent,2015-04-30,2018-01-24
8203,182907252,Maria Lira,Samal,5781,10452,permanent,2006-08-18,2009-05-14
8204,153719815,Bridgette Bryant,Turai,8607,12034,Regular,2010-02-04,2012-10-31
8205,216825980,Thomas Morris,Rav samal,7805,12944,permanent,1992-01-06,1994-10-02
8206,281919081,James Havercroft,Sgan aluf,8960,9497,permanent,2016-10-18,2019-07-15
8207,181608586,Andrew Benberry,Rav samal,2019,14977,Regular,1993-10-20,1996-07-16
8208,98139902,Timothy Sykes,Aluf mishne,6470,5104,permanent,2010-12-25,2013-09-20
8209,8501226,Richard Hussain,Rav turai,8650,14114,Regular,1991-04-10,1994-01-04
8210,38740511,Beverley Sapp,Aluf mishne,9143,9494,Regular,1998-09-23,2001-06-19
8211,129063359,Lottie Islas,Samal,8133,13292,Regular,2016-08-29,2019-05-26
8212,160963697,Elizabeth Baker,Turai,6536,4508,permanent,2013-11-21,2016-08-17
8213,56534323,Charlotte Collins,Rav samal rishon,9720,14885,Regular,2017-06-28,2020-03-24
8214,25390348,Virginia Levine,Rav seren,9730,10086,Regular,2015-01-20,2017-10-16
8215,81095697,James Edwards,Rav turai,2425,2083,permanent,2008-05-24,2011-02-18
8216,299903362,Veronica Evans,Samal,4257,18898,Regular,1998-01-18,2000-10-14
8217,60165655,Ethel Smith,Turai,1808,12040,Regular,1992-04-20,1995-01-15
8218,181471831,Candice Braswell,Seren,9018,11708,permanent,1990-05-26,1993-02-19
8219,45481908,Elizabeth Aparicio,Tat aluf,2485,2143,Regular,1999-08-15,2002-05-11
8220,83690701,Keely Ly,Seren,7437,464,permanent,2003-09-20,2006-06-16
8221,30987923,Gale Ulloa,Sgan aluf,7282,7203,permanent,2012-11-30,2015-08-27
8222,150806194,Mirna Magee,Turai,7117,17167,permanent,2013-04-17,2016-01-12
8223,128660215,Jimmie Farrell,Samal,9146,6797,permanent,2017-11-19,2020-08-15
8224,256706836,Olivia Buziak,Rav turai,6861,6055,Regular,2003-08-15,2006-05-11
8225,17595751,Guadalupe Kelly,Tat aluf,8606,8584,Regular,1993-10-22,1996-07-18
8226,21117334,Richard Mclemore,Samal,1828,14347,Regular,2001-02-08,2003-11-05
8227,18374075,Lillie Bailey,Samal,4490,4197,Regular,2001-04-03,2003-12-29
8228,82153108,Juanita Pamintuan,Rav turai,2863,8287,permanent,2004-09-27,2007-06-24
8229,235862934,Patsy Perkins,Turai,7026,14947,permanent,1996-07-12,1999-04-08
8230,242219182,Tracy Barnett,Samal,5062,16668,permanent,2012-11-20,2015-08-17
8231,149668294,Robert Loiseau,Tat aluf,9353,13126,Regular,1998-08-04,2001-04-30
8232,292903915,Jose Graves,Rav samal rishon,6261,19121,Regular,1996-05-02,1999-01-27
8233,116704957,Elvis Bingle,Turai,4636,13070,permanent,1990-03-03,1992-11-27
8234,296145156,Corina Bailey,Rav samal,7036,1600,permanent,1991-03-02,1993-11-26
8235,298066497,Jesus Bransford,Rav samal,3053,14630,permanent,2014-01-29,2016-10-25
8236,85536308,Cheryl Steiner,Rav turai,6258,16933,permanent,1995-06-23,1998-03-19
8237,35202904,Gladys Croft,Rav samal,5250,14703,Regular,2007-11-23,2010-08-19
8238,108752325,James Mackey,Turai,2564,18769,permanent,1995-07-23,1998-04-18
8239,37640869,Paul Moses,Samal,9847,16701,Regular,1991-09-29,1994-06-25
8240,100168024,Charles Kyser,Rav samal,4727,8015,Regular,2011-02-03,2013-10-30
8241,105278157,Lois Silk,Samal,3470,6377,permanent,1996-06-06,1999-03-03
8242,114275673,Stephen Lovely,Samal,1849,1227,permanent,2011-11-25,2014-08-21
8243,169186059,Barry Leonardo,Rav samal,8804,3902,Regular,2016-09-01,2019-05-29
8244,1518211,Scott Mellon,Samal,6588,14260,Regular,2012-12-02,2015-08-29
8245,14518330,Andrea Cowan,Samal,4375,8838,permanent,2006-05-04,2009-01-28
8246,192047281,Ernesto Philipp,Samal,5514,9227,permanent,2002-07-22,2005-04-17
8247,96870562,James Guy,Rav samal,8143,7677,Regular,1998-07-14,2001-04-09
8248,238730695,Kenneth Matlock,Seren,1895,10729,permanent,2017-09-11,2020-06-07
8249,164774348,Armand Hicks,Samal,3656,5367,permanent,1995-08-30,1998-05-26
8250,53040476,Sandra Mcgraw,Rav samal,3523,481,permanent,2016-11-14,2019-08-11
8251,264156865,Mark Phillips,Aluf,3271,13655,permanent,2014-05-03,2017-01-27
8252,102384233,Bruce Hitz,Rav turai,5156,7419,Regular,2012-10-11,2015-07-08
8253,194381108,James Hand,Rav samal,5287,7868,permanent,2002-09-22,2005-06-18
8254,153988105,John Pastorius,Seren,4408,642,Regular,1990-07-04,1993-03-30
8255,70320081,Cheryl Rives,Rav samal,4200,7867,Regular,2013-07-29,2016-04-24
8256,167963422,Owen Jethva,Rav turai,2147,2636,Regular,2007-08-08,2010-05-04
8257,145334833,Mario Harrelson,Rav turai,2659,9189,permanent,2003-10-30,2006-07-26
8258,25123265,Traci Louie,Tat aluf,5483,6818,Regular,1992-04-04,1994-12-30
8259,197359553,James Lacy,Seren,6780,12281,Regular,1990-06-15,1993-03-11
8260,18122635,Michael Rombough,Samal,1945,8093,Regular,2002-01-21,2004-10-17
8261,246183509,Mary Perez,Sgan aluf,2261,3844,Regular,1990-11-29,1993-08-25
8262,294861321,Keith Brown,Rav turai,2089,8367,Regular,2015-06-18,2018-03-14
8263,50423361,William Dunham,Rav turai,2284,15037,Regular,1993-09-28,1996-06-24
8264,49282162,Jeffrey Groves,Rav samal,9151,7041,Regular,2009-05-14,2012-02-08
