Run key adviser,Id,Name,Certification,Salary,Force,Specialty 
11736,854544549,Steve Musso,Botany,18203,Navy,Animal training
11737,271827524,Antonio Morrison,geology ,10927,Intelligence,Animal training
11738,779093842,Thomas Smith,Chemistry,12347,Infantry,Syria
11739,800937665,Kristen Petersen,Microbiology,8170,Navy,Health-care
11740,398035738,Roxana Whiteside,Automotive Enginee,3957,Intelligence,Health-care
11741,368697219,Elyse Scott,Chemistry,11638,Air,Finance
11742,447155563,Krystal Pumphrey,Physics,27386,Intelligence,Enemy-psychology
11743,286109633,Patricia Clark,Biochemistry,16757,Armored,Finance
11744,566503087,Carlyn Litton,Chemical Engineer,17243,Infantry,Egypt
11745,364266921,Andrew Kapitula,Zoology,6338,Navy,Egypt
11746,696041856,Maria Holcomb,Chemistry,18040,Armored,Lebanon
11747,313811723,James Feltner,Microbiology,20691,Intelligence,Lebanon
11748,975782604,Patricia Dickens,Chemistry,10588,Infantry,Syria
11749,755266602,Gloria Roberts,Biochemistry,13793,Air,Health-care
11750,711880345,Joseph Vang,Microbiology,22611,Armored,Firearms
11751,439149612,Luz Crowner,Botany,22152,Air,Enemy-psychology
11752,775440226,Donna Rudd,Zoology,16702,Navy,Egypt
11753,862303575,Marth Meade,Botany,29776,Armored,Health-care
11754,338666859,Erin Reighard,Chemical Engineer,13733,Intelligence,Lebanon
11755,246114663,Dixie Ward,Chemistry,9247,Navy,Lebanon
11756,823581787,Verna Collier,Biochemistry,19351,Infantry,Syria
11757,492367260,Casey Smith,Microbiology,3709,Navy,Firearms
11758,81120403,Judy Maggard,Microbiology,8023,Air,Health-care
11759,764776137,Eloise Yentsch,Zoology,12720,Intelligence,Enemy-psychology
11760,414940302,Sheryl Almodovar,Zoology,21648,Air,Health-care
11761,935400941,Matthew Rodriguez,Chemistry,14810,Infantry,Finance
11762,396538399,Joseph Ibarra,Chemical Engineer,7901,Armored,Firearms
11763,258752824,Frances Smith,Automotive Enginee,22476,Armored,Egypt
11764,187423514,Russel Schecter,Biochemistry,18246,Intelligence,Finance
11765,693298427,David Wells,Zoology,7036,Navy,Finance
11766,231635512,Carl Moreno,Automotive Enginee,27816,Air,Gaza
11767,660579712,Brandon Hutnak,Computer Engineer,24345,Navy,Enemy-psychology
11768,270736647,Dennis Bremer,Chemical Engineer,23757,Air,Firearms
11769,741854930,Mark Lamoureux,Physics,22891,Armored,Lebanon
11770,33314344,Yong Bryant,Computer Engineer,25028,Navy,Enemy-psychology
11771,137967353,Kerry Stordahl,Microbiology,4210,Air,Finance
11772,499991521,William Spells,Zoology,25193,Armored,Health-care
11773,372553452,Vera Rodney,Microbiology,4896,Intelligence,Health-care
11774,587983557,Kim Melvin,Physics,26699,Intelligence,Lebanon
11775,986828683,Jeanne Johnston,geology ,28787,Navy,Syria
11776,607587102,Richard Frausto,Zoology,8887,Armored,Enemy-psychology
11777,509880793,Rene Kruger,Botany,21820,Intelligence,Health-care
11778,212464779,Sheila Keller,Chemistry,8756,Intelligence,Egypt
11779,730116833,Ron Creamer,Astronomy,19943,Armored,Lebanon
11780,656294837,Janine Lopez,Chemistry,12851,Infantry,Health-care
11781,296942374,Debra Rummler,Physics,9947,Air,Health-care
11782,588607785,Kimberly Morris,Computer Engineer,4870,Navy,Egypt
11783,696959794,Emily Nelson,Chemistry,21761,Air,Egypt
11784,540660456,Matthew Dowling,Biochemistry,29841,Infantry,Health-care
11785,689776429,Matthew Flint,Chemical Engineer,10853,Armored,Health-care
11786,756124811,David Hoefle,Chemistry,7850,Navy,Egypt
11787,936389438,William Foss,Computer Engineer,22827,Infantry,Gaza
11788,795778341,Jeff Denning,Physics,24734,Navy,Health-care
11789,78322504,Francis Huff,Chemical Engineer,8601,Intelligence,Egypt
11790,416472079,Priscilla Allison,Automotive Enginee,7934,Intelligence,Enemy-psychology
11791,307718276,Irene Mentz,Zoology,12013,Armored,Explosives
11792,503625975,Michael Watson,Computer Engineer,6999,Intelligence,Animal training
11793,545199736,Deanna Cobos,Automotive Enginee,22310,Armored,Explosives
11794,949630403,Lakesha Gordon,Chemistry,21133,Air,Lebanon
11795,338230232,Helene Stallings,Physics,22330,Armored,Explosives
11796,925687117,Rhoda Villanueva,Chemistry,23543,Intelligence,Finance
11797,741379957,Ralph Haralson,Microbiology,26757,Armored,Egypt
11798,60912112,Robert Heineman,Biochemistry,21451,Intelligence,Health-care
11799,84074438,Theresa Staats,Physics,17190,Navy,Lebanon
11800,186712285,Carla Montgomery,Physics,20703,Navy,Syria
11801,766287410,Edward Hardin,Biochemistry,17319,Navy,Explosives
11802,447977055,Carl Hardister,Microbiology,5072,Infantry,Firearms
11803,95851188,Gregory Eubanks,Astronomy,14850,Intelligence,Enemy-psychology
11804,151597820,Donna Jarvi,Physics,5706,Navy,Animal training
11805,989708444,Pamela Flowers,geology ,29738,Infantry,Animal training
11806,669172252,Dana Allen,Astronomy,25489,Air,Finance
11807,535763715,Ruth Eady,Astronomy,15383,Navy,Finance
11808,847333304,Ronald Prospero,Computer Engineer,7531,Armored,Animal training
11809,67655552,Letha Kamal,Computer Engineer,28252,Armored,Firearms
11810,588626997,Phillip Haag,Botany,21804,Air,Enemy-psychology
11811,481222720,Ryan Carter,Chemical Engineer,24371,Intelligence,Lebanon
11812,997106312,Ronald Pro,Chemistry,20956,Armored,Enemy-psychology
11813,460686229,Tina Owens,Microbiology,19138,Armored,Syria
11814,662828842,Norma Gonzales,geology ,13863,Infantry,Syria
11815,864022303,Juanita Henry,geology ,20417,Infantry,Explosives
11816,281958579,Marion Balderas,Zoology,6022,Infantry,Firearms
11817,943954441,Barbara Zavala,Zoology,29214,Armored,Gaza
11818,710053021,Willis Adamson,Computer Engineer,10651,Navy,Health-care
11819,811780808,Emily Colburn,Biochemistry,10647,Navy,Syria
11820,847558865,Margaret Rich,Astronomy,27922,Infantry,Lebanon
11821,367321673,Tori Limon,Computer Engineer,22152,Armored,Health-care
11822,537305119,Amanda Mercado,Physics,8513,Navy,Enemy-psychology
11823,113988232,Ray Catledge,Astronomy,13859,Intelligence,Health-care
11824,670305298,David Jessen,Automotive Enginee,17296,Infantry,Egypt
11825,768338989,Yvette Haygood,Botany,27041,Armored,Animal training
11826,161385967,Joseph Condra,Chemistry,7467,Navy,Finance
11827,310487558,Jeffrey Horn,Zoology,18308,Navy,Egypt
11828,559217112,Isabel Mosley,Physics,28854,Air,Lebanon
11829,891904183,Amanda Iannaccone,Automotive Enginee,18368,Intelligence,Gaza
11830,578128957,Rogelio Chapa,Computer Engineer,23721,Air,Egypt
11831,607513551,Jan Kropf,Physics,26552,Air,Animal training
11832,569756269,John Luna,Computer Engineer,20862,Infantry,Animal training
11833,53623895,Megan Starr,Chemistry,25227,Navy,Explosives
11834,233928024,Patricia Pearman,geology ,23889,Navy,Animal training
11835,697418415,Ricky Taylor,Chemical Engineer,3397,Infantry,Syria
11836,841898765,Julio Couchman,Zoology,27321,Navy,Health-care
11837,277980691,Joshua Scurry,Astronomy,15262,Armored,Firearms
11838,519420312,Erik Rhen,Physics,23407,Navy,Animal training
11839,468652551,William Latham,Astronomy,13844,Armored,Finance
11840,320033510,Ruth Patton,Astronomy,25392,Intelligence,Gaza
11841,709669071,June Pares,Zoology,25300,Intelligence,Finance
11842,95827122,Cynthia Murphy,Biochemistry,20297,Intelligence,Egypt
11843,745373542,Jose Scott,Chemical Engineer,28567,Intelligence,Enemy-psychology
11844,444794453,Larry Tobler,Zoology,27126,Navy,Enemy-psychology
11845,336067042,Kelli Palacios,Zoology,4951,Air,Health-care
11846,36492295,Kimberly Taylor,Chemical Engineer,4431,Armored,Enemy-psychology
11847,165097079,Sandra Shipman,Microbiology,15452,Air,Lebanon
11848,831606206,Melinda Colon,Physics,16722,Infantry,Finance
11849,783664200,Frederick Shanks,Zoology,16174,Air,Lebanon
11850,909055050,Byron Swinehart,Microbiology,4779,Infantry,Health-care
11851,362934074,John Wagner,Chemical Engineer,7427,Infantry,Health-care
11852,125019070,Adrian Wright,Computer Engineer,26239,Infantry,Egypt
11853,98550890,Antoine Lewis,Biochemistry,14305,Intelligence,Gaza
11854,327533133,Wilma Smith,Computer Engineer,21430,Navy,Syria
11855,559338292,Harry Cline,Chemical Engineer,16539,Infantry,Enemy-psychology
11856,956076785,James Wilson,Biochemistry,17785,Intelligence,Gaza
11857,648260428,Paula Pierre,Microbiology,15821,Air,Lebanon
11858,884148452,Richard Foster,Chemical Engineer,27181,Intelligence,Egypt
11859,774407313,Amy Mccann,Biochemistry,15447,Navy,Health-care
11860,470703166,Wendell Cavender,Chemical Engineer,29990,Intelligence,Syria
11861,336856684,Gerald Ortega,Computer Engineer,25973,Intelligence,Egypt
11862,519333330,Benjamin Sprayberry,Biochemistry,14876,Infantry,Lebanon
11863,832986668,Josephine Qualls,Botany,22176,Air,Animal training
11864,503366198,My White,Botany,11019,Intelligence,Firearms
11865,935938612,Nellie Browder,Biochemistry,29623,Navy,Animal training
11866,380205876,Kelli Scott,geology ,25759,Intelligence,Animal training
11867,171747661,Kim Gates,Computer Engineer,17827,Armored,Firearms
11868,191625605,Anita Alvarez,geology ,12620,Infantry,Firearms
11869,415925689,Terry Moe,Chemical Engineer,5330,Infantry,Egypt
11870,678082116,Kurt Adams,Chemical Engineer,8142,Navy,Enemy-psychology
11871,633542809,Jerry Gray,Computer Engineer,15282,Air,Syria
11872,441156232,John Sparrow,geology ,29596,Infantry,Egypt
11873,74593359,Michael Acuna,Biochemistry,17479,Air,Enemy-psychology
11874,183499669,Katherine Baker,Computer Engineer,10867,Infantry,Egypt
11875,785674165,Lessie Adkinson,Botany,19734,Infantry,Health-care
11876,611407533,Michael Snyder,Computer Engineer,21177,Air,Lebanon
11877,440667275,Jose Altro,Chemical Engineer,8793,Navy,Gaza
11878,564821153,Shirley Coyne,Computer Engineer,13824,Intelligence,Egypt
11879,764354913,Heather Vogt,Chemistry,11892,Intelligence,Enemy-psychology
11880,766278023,Jenny Elliott,Computer Engineer,29749,Intelligence,Firearms
11881,781138381,Barbara Bland,Microbiology,9245,Intelligence,Gaza
11882,755148940,Leland Healy,Microbiology,23235,Intelligence,Animal training
11883,793000823,Robert Landreth,Physics,23032,Infantry,Firearms
11884,167306389,Maranda Rines,Microbiology,8385,Intelligence,Firearms
11885,186538084,Dana Mouret,Chemistry,5308,Armored,Egypt
11886,806946802,Trudy Mckenzie,Chemical Engineer,12548,Intelligence,Syria
11887,649926194,James Hoffman,Zoology,16924,Infantry,Syria
11888,847952409,Helen Hendrickson,Automotive Enginee,7262,Armored,Enemy-psychology
11889,443221362,James Paull,Microbiology,22830,Infantry,Finance
11890,654082605,Audrey Mcclure,Microbiology,4897,Intelligence,Egypt
11891,569999956,Ethel Hartsell,geology ,10770,Armored,Gaza
11892,719720733,Hassan Fratta,Biochemistry,12067,Navy,Lebanon
11893,508588846,David Hawkins,Physics,18264,Navy,Health-care
11894,704926207,Gerald Osterman,Physics,14482,Armored,Gaza
11895,140531018,Robert Patterson,Physics,27137,Infantry,Lebanon
11896,448023414,Elmer Lorentz,Astronomy,15158,Infantry,Explosives
11897,859898619,Terri Ibarra,Physics,22062,Air,Animal training
11898,603282651,Jessica Magruder,Chemistry,16099,Air,Egypt
11899,457783833,Kaylee Sizemore,Automotive Enginee,8801,Air,Health-care
11900,552078779,Mary Bell,Chemical Engineer,18731,Intelligence,Syria
11901,795204804,Russell Bryson,Microbiology,13171,Armored,Syria
11902,197282031,Rosa Hughes,Chemical Engineer,8966,Armored,Finance
11903,426169543,Rudolph Cianciolo,Botany,16389,Air,Enemy-psychology
11904,421404849,Rod Sansotta,Computer Engineer,7506,Intelligence,Finance
11905,624305132,Edna Wood,Chemical Engineer,28100,Navy,Syria
11906,986023951,Amy Walker,Chemistry,21047,Air,Firearms
11907,800658579,John Shirkey,Botany,22119,Armored,Animal training
11908,708185903,Marlene Seaton,Zoology,3577,Air,Egypt
11909,34467307,Patrick Galea,Botany,5336,Intelligence,Animal training
11910,488798138,Richard Priest,Microbiology,21034,Armored,Egypt
11911,143623610,Robert Davis,Biochemistry,3760,Infantry,Finance
11912,365570014,Jo Godwin,Automotive Enginee,16094,Infantry,Gaza
11913,333376873,James Thomas,Zoology,5322,Air,Egypt
11914,706344821,Karen Woods,Computer Engineer,24875,Intelligence,Finance
11915,134715670,Jay Ford,Physics,13421,Infantry,Egypt
11916,478555709,Gladys Cather,Automotive Enginee,20563,Infantry,Animal training
11917,598124984,Anthony Mcdonald,Automotive Enginee,29976,Armored,Gaza
11918,722386898,Fawn Cassady,Computer Engineer,19558,Armored,Egypt
11919,332357601,John Herlocker,Chemical Engineer,5630,Infantry,Animal training
11920,470552348,Margaret Holbert,Automotive Enginee,27652,Armored,Finance
11921,981833316,Velma Barhorst,Microbiology,3331,Air,Firearms
11922,673623090,Ronald Romano,Automotive Enginee,25493,Infantry,Finance
11923,92273292,Paula Field,Botany,13954,Infantry,Gaza
11924,918194334,Cecilia Leventhal,Biochemistry,10518,Intelligence,Firearms
11925,620160123,Amanda Edmondson,Chemical Engineer,16055,Intelligence,Explosives
11926,557042614,Alexis Strange,Chemical Engineer,28127,Intelligence,Syria
11927,961341527,Cindy Bailey,Botany,6025,Air,Lebanon
11928,353406769,Milan Pyle,Microbiology,17699,Air,Firearms
11929,246619182,Ruben Collins,Automotive Enginee,6813,Navy,Firearms
11930,486134414,Sharon Lumpkin,Physics,29081,Infantry,Firearms
11931,975360326,Joan Haigh,Computer Engineer,11163,Armored,Egypt
11932,904346984,Heather Jones,Microbiology,19633,Intelligence,Enemy-psychology
11933,165515494,Mary Bailey,Automotive Enginee,16471,Intelligence,Syria
11934,837755797,Opal Ortiz,geology ,9946,Infantry,Animal training
11935,759527895,Raul Howery,Microbiology,25192,Infantry,Lebanon
11936,329850919,Michael Zertuche,Computer Engineer,7236,Infantry,Enemy-psychology
11937,662254279,Mary Carrasquillo,Zoology,19826,Intelligence,Enemy-psychology
11938,184625240,Dale Santana,Botany,9062,Air,Lebanon
11939,638003405,Julie Staubin,Computer Engineer,3223,Infantry,Firearms
11940,118503226,Jessica Garmon,Chemical Engineer,17912,Armored,Animal training
11941,757037258,Donald Blankenship,Physics,7600,Armored,Lebanon
11942,804024395,Nancy Fontaine,geology ,6177,Infantry,Finance
11943,97860796,Matthew Grove,Microbiology,6570,Armored,Gaza
11944,20812289,Bruce Aviles,Chemical Engineer,28243,Armored,Syria
11945,726421478,Wayne Pratt,Botany,15605,Armored,Animal training
11946,559718333,James Green,Botany,17322,Air,Health-care
11947,893519011,Edgar Morales,Astronomy,9108,Navy,Explosives
11948,765962974,Thomas Robledo,Astronomy,29515,Infantry,Health-care
11949,531915905,Audrey Federico,Automotive Enginee,22740,Armored,Enemy-psychology
11950,805200124,Stella Fisk,Biochemistry,14732,Navy,Animal training
11951,541002171,Angel Brinegar,Chemistry,22988,Infantry,Enemy-psychology
11952,715277286,Wendy Combs,Botany,13105,Air,Lebanon
11953,887407546,Kenneth Hagen,geology ,29523,Navy,Enemy-psychology
11954,661217564,Clifford Stinson,Chemical Engineer,14269,Air,Firearms
11955,588301725,Garrett Perry,Microbiology,25736,Armored,Explosives
11956,124866260,Willie Kemp,Computer Engineer,28856,Infantry,Firearms
11957,883374351,Jason Salsman,Botany,16649,Infantry,Health-care
11958,63828330,Lawrence Whitney,Chemistry,12481,Armored,Gaza
11959,451116889,James Gamble,Chemistry,21582,Air,Gaza
11960,515364007,Lisa Jenkins,Automotive Enginee,15174,Navy,Explosives
11961,308441068,Berta Webb,Computer Engineer,5811,Intelligence,Lebanon
11962,83698668,Timothy Okwuona,Automotive Enginee,19738,Armored,Animal training
11963,415911725,Ronald Pickard,Zoology,24922,Intelligence,Gaza
11964,523120704,Marilyn Richard,Botany,15855,Air,Syria
11965,530422220,Lona Devine,Astronomy,4103,Air,Enemy-psychology
11966,592898425,Marjorie Krupa,Automotive Enginee,26083,Infantry,Finance
11967,295702865,Ebony Brumback,Zoology,7633,Armored,Lebanon
11968,477758575,Darlene Lee,Biochemistry,23050,Navy,Animal training
11969,929577579,Christine Gupton,Chemistry,7980,Navy,Lebanon
11970,254504212,Matthew Stephenson,Chemical Engineer,17471,Air,Firearms
11971,566207345,Lisa Carter,Biochemistry,18385,Armored,Firearms
11972,927523934,Daphne Rawson,Zoology,22497,Navy,Lebanon
11973,311567079,Virginia Guyton,Astronomy,18535,Navy,Firearms
11974,779767319,Michael Ramesh,Microbiology,7337,Air,Lebanon
11975,578615064,Cathy Imlay,Chemical Engineer,23503,Navy,Explosives
11976,378687019,Rodney Baltimore,Zoology,13004,Intelligence,Finance
11977,149019546,Elroy Barber,Automotive Enginee,5417,Infantry,Animal training
11978,884832764,Melissa Edens,Chemistry,22958,Navy,Lebanon
11979,474915155,Eryn Williams,Chemistry,5747,Navy,Animal training
11980,588137572,Yolanda Morris,Botany,28180,Air,Egypt
11981,790055350,Luz Crosby,Chemical Engineer,20722,Infantry,Finance
11982,690375909,Jesse Kleine,Automotive Enginee,4090,Infantry,Explosives
11983,305167184,Shaun Keefer,Computer Engineer,5221,Navy,Explosives
11984,469799595,Jeff Coleman,Zoology,18308,Infantry,Syria
11985,917802810,Leroy Garza,Astronomy,5531,Intelligence,Explosives
11986,618962478,Carrie Gladden,Computer Engineer,22177,Air,Lebanon
11987,664121091,Anthony Wilson,Astronomy,15361,Air,Health-care
11988,650786964,Clay Ingle,Automotive Enginee,10450,Intelligence,Animal training
11989,963639516,Carol Mcguire,Biochemistry,26638,Infantry,Explosives
11990,479199306,Cindy Taylor,Automotive Enginee,14650,Navy,Finance
11991,432536516,Ada Weisenfluh,Botany,18596,Air,Egypt
11992,911179640,Henry Wirkkala,Computer Engineer,4405,Navy,Finance
11993,427825647,Jeanne Robinson,Microbiology,22315,Armored,Health-care
